id,label
894,4
895,2
896,4
897,1
898,3
899,2
900,3
901,1
902,2
903,4
904,4
905,3
906,4
907,4
908,2
909,2
910,3
911,2
912,1
913,4
914,4
915,1
916,1
917,2
918,3
919,3
920,3
921,4
922,2
923,1
924,4
925,2
926,2
927,3
928,3
929,1
930,4
931,3
932,3
933,4
934,2
935,2
936,1
937,4
938,4
939,3
940,1
941,4
942,4
943,4
944,4
945,3
946,2
947,4
948,4
949,3
950,3
951,2
952,3
953,4
954,1
955,3
956,2
957,4
958,2
959,1
960,1
961,2
962,3
963,4
964,4
965,2
966,4
967,2
968,1
969,2
970,2
971,3
972,3
973,3
974,2
975,1
976,3
977,2
978,4
979,2
980,1
981,3
982,1
983,1
984,1
985,1
986,3
987,4
988,2
989,4
990,2
991,1
992,2
993,2
994,4
995,3
996,1
997,3
998,2
999,3
1000,3
1001,4
1002,3
1003,3
1004,2
1005,1
1006,3
1007,1
1008,3
1009,2
1010,3
1011,4
1012,4
1013,4
1014,2
1015,2
1016,3
1017,1
1018,2
1019,3
1020,1
1021,2
1022,1
1023,1
1024,2
1025,3
1026,1
1027,1
1028,4
1029,2
1030,3
1031,3
1032,1
1033,2
1034,3
1035,2
1036,1
1037,2
1038,3
1039,3
1040,3
1041,2
1042,1
1043,2
1044,1
1045,2
1046,1
1047,3
1048,3
1049,3
1050,4
1051,2
1052,1
1053,1
1054,2
1055,2
1056,2
1057,1
1058,3
1059,2
1060,1
1061,1
1062,3
1063,3
1064,3
1065,3
1066,3
1067,3
1068,2
1069,4
1070,2
1071,4
1072,1
1073,2
1074,3
1075,2
1076,4
1077,3
1078,4
1079,2
1080,4
1081,3
1082,4
1083,3
1084,2
1085,2
1086,1
1087,4
1088,1
1089,1
1090,4
1091,4
1092,2
1093,2
1094,2
1095,4
1096,2
1097,4
1098,4
1099,2
1100,1
1101,3
1102,3
1103,1
1104,2
1105,2
1106,3
1107,2
1108,4
1109,3
1110,2
1111,1
1112,4
1113,4
1114,1
1115,2
1116,4
1117,1
1118,2
1119,2
1120,4
1121,4
1122,3
1123,3
1124,1
1125,4
1126,3
1127,2
1128,2
1129,1
1130,2
1131,2
1132,2
1133,2
1134,1
1135,4
1136,3
1137,3
1138,1
1139,2
1140,4
1141,4
1142,4
1143,1
1144,2
1145,2
1146,4
1147,3
1148,1
1149,4
1150,2
1151,1
1152,3
1153,4
1154,3
1155,2
1156,1
1157,4
1158,4
1159,4
1160,1
1161,4
1162,4
1163,4
1164,2
1165,1
1166,2
1167,2
1168,2
1169,3
1170,2
1171,2
1172,2
1173,1
1174,3
1175,3
1176,2
1177,2
1178,1
1179,2
1180,2
1181,4
1182,2
1183,1
1184,1
1185,4
1186,3
1187,4
1188,1
1189,2
1190,4
1191,2
1192,3
1193,2
1194,4
1195,3
1196,2
1197,3
1198,1
1199,1
1200,2
1201,1
1202,2
1203,2
1204,4
1205,2
1206,3
1207,3
1208,4
1209,2
1210,2
1211,2
1212,4
1213,4
1214,3
1215,1
1216,1
1217,1
1218,1
1219,2
1220,4
1221,2
1222,2
1223,2
1224,2
1225,3
1226,4
1227,1
1228,3
1229,4
1230,1
1231,4
1232,1
1233,2
1234,3
1235,3
1236,4
1237,3
1238,2
1239,2
1240,4
1241,4
1242,4
1243,1
1244,1
1245,1
1246,1
1247,4
1248,3
1249,2
1250,4
1251,3
1252,1
1253,1
1254,3
1255,1
1256,3
1257,1
1258,1
1259,3
1260,1
1261,3
1262,3
1263,3
1264,4
1265,4
1266,1
1267,4
1268,2
1269,4
1270,4
1271,3
1272,4
1273,2
1274,1
1275,2
1276,2
1277,4
1278,2
1279,2
1280,2
1281,2
1282,3
1283,1
1284,3
1285,3
1286,4
1287,4
1288,2
1289,4
1290,4
1291,3
1292,3
1293,3
1294,4
1295,4
1296,3
1297,1
1298,2
1299,4
1300,2
1301,2
1302,3
1303,1
1304,2
1305,3
1306,3
1307,1
1308,1
1309,1
1310,4
1311,1
1312,4
1313,3
1314,1
1315,4
1316,4
1317,4
1318,1
1319,2
1320,2
1321,4
1322,2
1323,4
1324,4
1325,1
1326,2
1327,2
1328,2
1329,1
1330,1
1331,2
1332,3
1333,4
1334,3
1335,2
1336,3
1337,2
1338,1
1339,2
1340,2
1341,4
1342,4
1343,1
1344,1
1345,3
1346,2
1347,2
1348,2
1349,3
1350,4
1351,2
1352,1
1353,2
1354,2
1355,2
1356,2
1357,3
1358,3
1359,3
1360,4
1361,3
1362,2
1363,2
1364,1
1365,1
1366,2
1367,4
1368,2
1369,3
1370,3
1371,2
1372,1
1373,4
1374,4
1375,4
1376,1
1377,4
1378,3
1379,2
1380,3
1381,2
1382,3
1383,1
1384,4
1385,3
1386,2
1387,4
1388,4
1389,2
1390,2
1391,1
1392,1
1393,2
1394,3
1395,1
1396,4
1397,4
1398,4
1399,3
1400,1
1401,3
1402,2
1403,1
1404,4
1405,1
1406,3
1407,2
1408,4
1409,1
1410,1
1411,3
1412,3
1413,2
1414,1
1415,3
1416,3
1417,3
1418,3
1419,1
1420,3
1421,3
1422,3
1423,2
1424,1
1425,2
1426,2
1427,4
1428,3
1429,1
1430,2
1431,4
1432,3
1433,1
1434,4
1435,4
1436,2
1437,4
1438,2
1439,2
1440,4
1441,2
1442,3
1443,3
1444,1
1445,4
1446,4
1447,2
1448,4
1449,3
1450,4
1451,1
1452,2
1453,4
1454,1
1455,1
1456,4
1457,1
1458,1
1459,3
1460,2
1461,3
1462,3
1463,2
1464,2
1465,2
1466,1
1467,1
1468,2
1469,1
1470,1
1471,3
1472,1
1473,2
1474,2
1475,3
1476,4
1477,2
1478,1
1479,3
1480,4
1481,2
1482,3
1483,4
1484,1
1485,4
1486,4
1487,4
1488,1
1489,2
1490,4
1491,2
1492,3
1493,1
1494,4
1495,2
1496,1
1497,2
1498,1
1499,4
1500,2
1501,4
1502,3
1503,1
1504,3
1505,2
1506,3
1507,2
1508,4
1509,2
1510,4
1511,2
1512,2
1513,2
1514,4
1515,4
1516,2
1517,4
1518,3
1519,4
1520,1
1521,2
1522,3
1523,3
1524,4
1525,2
1526,3
1527,2
1528,4
1529,3
1530,3
1531,3
1532,1
1533,3
1534,3
1535,1
1536,1
1537,4
1538,2
1539,3
1540,2
1541,3
1542,1
1543,3
1544,1
1545,1
1546,3
1547,2
1548,4
1549,3
1550,4
1551,2
1552,2
1553,2
1554,1
1555,4
1556,4
1557,2
1558,2
1559,3
1560,4
1561,2
1562,2
1563,4
1564,4
1565,1
1566,3
1567,2
1568,1
1569,2
1570,4
1571,2
1572,1
1573,1
1574,1
1575,2
1576,2
1577,4
1578,3
1579,2
1580,3
1581,3
1582,2
1583,4
1584,4
1585,1
1586,1
1587,2
1588,3
1589,2
1590,2
1591,2
1592,2
1593,4
1594,3
1595,2
1596,1
1597,3
1598,1
1599,4
1600,3
1601,4
1602,2
1603,1
1604,1
1605,3
1606,1
1607,2
1608,1
1609,2
1610,3
1611,1
1612,2
1613,2
1614,4
1615,4
1616,3
1617,2
1618,3
1619,2
1620,1
1621,3
1622,3
1623,3
1624,2
1625,1
1626,2
1627,2
1628,1
1629,2
1630,1
1631,4
1632,1
1633,3
1634,1
1635,2
1636,1
1637,1
1638,1
1639,2
1640,3
1641,3
1642,1
1643,3
1644,1
1645,2
1646,2
1647,3
1648,3
1649,4
1650,3
1651,3
1652,3
1653,2
1654,2
1655,3
1656,3
1657,1
1658,4
1659,3
1660,4
1661,4
1662,2
1663,2
1664,2
1665,4
1666,2
1667,4
1668,3
1669,4
1670,1
1671,4
1672,2
1673,2
1674,3
1675,2
1676,3
1677,3
1678,4
1679,4
1680,2
1681,2
1682,2
1683,4
1684,3
1685,2
1686,3
1687,3
1688,4
1689,2
1690,3
1691,3
1692,3
1693,4
1694,4
1695,4
1696,3
1697,3
1698,4
1699,3
1700,3
1701,4
1702,4
1703,3
1704,4
1705,1
1706,2
1707,4
1708,3
1709,4
1710,4
1711,1
1712,3
1713,1
1714,4
1715,3
1716,2
1717,3
1718,3
1719,4
1720,2
1721,3
1722,3
1723,1
1724,2
1725,2
1726,1
1727,4
1728,4
